Company_ID,Company_Name,Company_Profit,Address,City,Company_Profit_Log
73,Dynamic  Ventures  73,92185.0,"Alabang-Zapote Rd, Barangay 707, Cebu City, Philippines",Cebu City,11.431563554197458
75,Green Industries 75,71538.0,"Commonwealth ave, barangay 123, parañaque, philippines",parañaque,11.177998034521295
76,Tech Ventures 76,74653.0,"Commonwealth Ave, Barangay 202, Cebu City, Philippines",Cebu City,11.220619384920948
77,Prime Consulting 77,110398.0,"Alabang-Zapote Rd, Barangay 456, Manila, Philippines",Manila,11.611856354813094
78,Innovative Partners 78,71232.0,"Roxas Blvd, Barangay 123, Pasig, Philippines",Pasig,11.173711473170998
79,Sky Ventures 79,83106.0,"Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines",Parañaque,11.327884213156308
80,Green  Partners  80,111227.0,"Commonwealth Ave, Barangay 202, Manila, Philippines",Manila,11.619337427663833
81,Elite Enterprises 81,83079.0,"Katipunan Ave, Barangay 303, Taguig, Philippines",Taguig,11.327559277990048
82,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines",Pasig,10.91561559798246
83,Tech  Enterprises  83,72135.0,"Ayala Avenue, Brgy. 707, Baguio, Philippines",Baguio,11.186308505179742
84,Green  Solutions  84,74653.0,"SLEX, Barangay 456, Taguig, Philippines",Taguig,11.220619384920948
85,Green Ventures 85,113470.0,"EDSA, Barangay 707, Cebu City, Philippines",Cebu City,11.63930257664829
86,Pioneer Solutions 86,50910.0,"Alabang-Zapote Rd, Barangay 789, Baguio, Philippines",Baguio,10.837834289209853
87,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines",Quezon City,10.522503683752998
88,Elite Consulting 88,75950.0,"EDSA, Barangay 456, Taguig, Philippines",Taguig,11.237843674494187
89,Global Solutions 89,74653.0,"Ayala avenue, barangay 101, taguig, philippines",taguig,11.220619384920948
90,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines",Parañaque,10.741297689336635
91,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines",Mandaluyong,11.670988481617403
92,Innovative  Corp  92,62959.0,"Taft ave, barangay 202, baguio, philippines",baguio,11.050254883091284
93,Innovative Holdings 93,79192.0,"EDSA, Barangay 789, Davao City, Philippines",Davao City,11.279643190058051
94,Pioneer Associates 94,109711.0,"Commonwealth Ave, Brgy. 202, Cebu City, Philippines!",Cebu City,11.605614029524146
95,Green Network 95,40051.0,"Alabang-Zapote Rd, Barangay 789, Pasig, Philippines",Pasig,10.597933888827693
96,Dynamic  Network  96,101428.0,"Alabang-Zapote Rd, Brgy. 456, Cebu City, Philippines",Cebu City,11.527114325305371
97,Quantum Holdings 97,33449.0,"EDSA, Barangay 789, Manila, Philippines",Manila,10.417807065556374
98,Pioneer Ventures 98,71095.0,"Roxas Blvd, Barangay 123, Taguig, Philippines",Taguig,11.17178635541831
100,Global Solutions 100,74653.0,"Ayala avenue, barangay 456, taguig, philippines",taguig,11.220619384920948
