Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost,Product_Name
362.0,70,15,13.0,2021-09-02,107991.27867864278,1310400.0,NexGen Segmentator
365.0,9,7,12.0,2022-07-21,144951.1778679665,1814400.0,DataBridge Integration Tool
370.0,75,16,14.0,2023-04-08,114419.86789256416,1489600.0,
377.0,24,17,19.0,2021-06-30,183313.3445900712,3482953.547211353,RealTime Revenue
378.0,60,6,7.0,2023-03-03,190095.19204704833,1433600.0,RevenueVue Dashboard
381.0,45,6,14.0,2022-04-16,193178.04310584525,2688000.0,RevenueVue Dashboard
391.0,55,4,8.0,2021-01-07,112858.8954691749,902871.1637533992,CustomerScope Insights
,19,8,16.0,2023-03-17,144748.47184438718,2419200.0,
395.0,81,11,13.0,2021-10-18,162373.47717047154,2110855.20321613,OptiFlow Automation
402.0,40,15,17.0,2021-01-25,106473.55755783824,1814400.0,NexGen Segmentator
404.0,3,8,6.0,2023-10-03,155935.45860035098,1058400.0,
,7,2,4.0,2023-03-12,152212.0045285784,608848.0181143136,MarketMinder Analytics
413.0,66,6,14.0,2022-11-08,195890.99897102977,2688000.0,RevenueVue Dashboard
418.0,53,20,18.0,2023-05-08,224935.86187452555,4032000.0,FinSphere Intelligence Suite
425.0,61,10,9.0,2023-12-08,83380.98746974408,716800.0,SegmentX Targeting
436.0,38,12,5.0,2024-05-06,78457.87537510919,420000.0,BudgetMaster Pro
438.0,25,14,8.0,2022-07-10,132068.61061579327,901600.0,InsightMax Insights Platform
442.0,41,12,17.0,2022-05-18,82487.52211276823,1402287.8759170598,BudgetMaster Pro
446.0,19,15,19.0,2021-04-26,102232.37556566,1915200.0,NexGen Segmentator
,23,11,11.0,2022-10-31,156800.0,1724800.0,OptiFlow Automation
458.0,44,11,15.0,2021-10-31,167102.85938210614,2195200.0,OptiFlow Automation
462.0,70,12,16.0,2023-08-31,83296.33882471976,1344000.0,BudgetMaster Pro
468.0,57,12,3.0,2020-11-21,87951.63783153906,263854.9134946172,BudgetMaster Pro
475.0,29,7,7.0,2021-06-24,144184.91765968793,1209600.0,DataBridge Integration Tool
477.0,25,15,19.0,2022-07-09,110264.68749793828,1814400.0,NexGen Segmentator
488.0,79,12,15.0,2022-11-15,87081.20916483448,1260000.0,BudgetMaster Pro
,87,6,9.0,2021-11-09,175814.63883545605,1433600.0,RevenueVue Dashboard
508.0,76,13,5.0,2023-03-16,190133.478844532,950667.39422266,ForecastXcelerator 
510.0,61,2,20.0,2023-09-16,168000.0,3192000.0,MarketMinder Analytics
512.0,91,8,11.0,2021-08-14,146295.25248839176,1663200.0,
513.0,31,9,12.0,2021-06-15,117519.21071250278,1232000.0,Product 9
527.0,30,10,7.0,2023-11-21,89239.94817002164,716800.0,SegmentX Targeting
,37,12,2.0,2022-10-29,76938.44575568051,153876.89151136103,BudgetMaster Pro
546.0,71,13,18.0,2022-09-30,208697.62098642447,3756557.1777556404,ForecastXcelerator 
552.0,60,4,14.0,2022-12-20,117183.67308255116,1601600.0,CustomerScope Insights
554.0,98,2,4.0,2024-07-19,172417.077732707,672000.0,MarketMinder Analytics
563.0,65,7,19.0,2020-12-17,162536.63601916394,3024000.0,DataBridge Integration Tool
570.0,81,4,8.0,2021-12-24,122170.77707324745,862400.0,CustomerScope Insights
579.0,41,1,9.0,2022-04-12,152410.8666447557,1260000.0,FinPredictor Suite
590.0,61,8,10.0,2024-09-05,160076.45104591464,1512000.0,
606.0,25,13,15.0,2023-04-07,196614.027895542,2949210.4184331303,ForecastXcelerator 
625.0,85,10,14.0,2022-02-18,89600.0,1164800.0,SegmentX Targeting
627.0,98,13,16.0,2022-06-19,199048.51986272135,2940000.0,ForecastXcelerator 
,53,1,12.0,2023-04-28,145825.97236562584,1680000.0,FinPredictor Suite
633.0,77,3,15.0,2021-02-09,102206.21658731796,1512000.0,TrendWise Forecaster
635.0,84,3,11.0,2023-09-21,96519.47485426144,1108800.0,TrendWise Forecaster
644.0,92,3,2.0,2022-09-28,106745.72848877026,213491.4569775405,TrendWise Forecaster
645.0,67,20,2.0,2022-04-08,214481.28105628816,428962.5621125763,FinSphere Intelligence Suite
653.0,35,2,20.0,2024-07-28,162666.37469894515,3192000.0,MarketMinder Analytics
657.0,89,4,19.0,2021-08-25,117534.10476170528,2464000.0,CustomerScope Insights
660.0,94,19,4.0,2021-07-17,86249.61159003929,344998.44636015716,EcoNomix Modeler
665.0,92,11,4.0,2023-01-14,141385.28811665243,565541.1524666097,OptiFlow Automation
667.0,100,18,11.0,2021-01-20,145879.87019969855,1604678.572196684,DashSync Analytics Hub
670.0,3,8,12.0,2024-04-03,147153.40209055608,1814400.0,
677.0,49,6,16.0,2023-04-16,173814.061610834,2688000.0,RevenueVue Dashboard
693.0,80,14,4.0,2022-03-18,117496.8920692316,515200.0,InsightMax Insights Platform
699.0,57,17,8.0,2022-10-19,178910.46962545317,1512000.0,RealTime Revenue
700.0,49,5,19.0,2022-09-27,81505.74837050577,1680000.0,SalesSync Optimizer
705.0,8,15,16.0,2022-04-03,95671.38923305308,1512000.0,NexGen Segmentator
706.0,87,7,2.0,2024-07-20,165775.68709050657,331551.37418101315,DataBridge Integration Tool
707.0,21,17,13.0,2021-05-20,151797.4124239277,2016000.0,RealTime Revenue
715.0,6,9,18.0,2022-05-11,111382.04277304388,2128000.0,Product 9
725.0,22,12,7.0,2024-10-20,77985.14106793853,588000.0,BudgetMaster Pro
729.0,9,12,19.0,2022-11-10,86887.54081224644,1596000.0,BudgetMaster Pro
732.0,85,18,18.0,2024-01-30,122249.93488465792,2284800.0,DashSync Analytics Hub
740.0,45,9,17.0,2021-06-22,108973.67733163232,2016000.0,Product 9
,37,14,13.0,2023-09-10,137907.26064778992,1674400.0,InsightMax Insights Platform
748.0,51,4,18.0,2022-09-10,122526.92568509642,2094400.0,CustomerScope Insights
753.0,86,2,11.0,2021-08-19,178566.95728609155,2016000.0,MarketMinder Analytics
758.0,51,4,11.0,2024-07-21,126480.53794946164,1478400.0,CustomerScope Insights
762.0,26,15,3.0,2022-06-21,92582.75222521898,277748.25667565694,NexGen Segmentator
774.0,4,6,19.0,2024-03-29,192318.8932856578,3584000.0,RevenueVue Dashboard
776.0,68,6,11.0,2023-12-09,195548.07774970628,2150400.0,RevenueVue Dashboard
800.0,62,9,11.0,2023-11-13,118477.00003605692,1232000.0,Product 9
804.0,50,17,2.0,2021-02-12,168000.0,336000.0,RealTime Revenue
807.0,40,6,14.0,2023-02-12,179200.0,2688000.0,RevenueVue Dashboard
809.0,65,20,4.0,2022-12-03,240944.30493512037,963777.2197404815,FinSphere Intelligence Suite
810.0,27,12,7.0,2022-01-30,91355.97925799747,639491.8548059823,BudgetMaster Pro
815.0,29,10,16.0,2022-10-22,80664.82210823215,1523200.0,SegmentX Targeting
825.0,52,8,12.0,2022-02-12,,1663200.0,
840.0,85,1,17.0,2022-03-07,153768.2506901587,2614060.2617326975,FinPredictor Suite
851.0,17,9,15.0,2023-10-19,102265.48114531228,1568000.0,Product 9
855.0,35,19,4.0,2021-07-13,92063.56139237944,368254.2455695178,EcoNomix Modeler
858.0,46,11,8.0,2022-09-06,154740.26580227228,1254400.0,OptiFlow Automation
860.0,50,12,9.0,2021-06-01,82858.75085140899,756000.0,BudgetMaster Pro
862.0,14,15,14.0,2021-09-10,94110.56948992929,1310400.0,NexGen Segmentator
864.0,99,1,2.0,2023-04-27,129359.68351451152,280000.0,FinPredictor Suite
872.0,72,20,8.0,2021-06-15,220291.6591537699,1762333.2732301592,FinSphere Intelligence Suite
882.0,35,6,19.0,2021-03-16,167024.60309908155,3404800.0,RevenueVue Dashboard
883.0,33,6,15.0,2021-01-30,179200.0,2508800.0,RevenueVue Dashboard
886.0,33,12,2.0,2022-05-01,86766.11969645166,173532.2393929033,BudgetMaster Pro
,66,4,9.0,2022-03-06,124104.2626411874,1232000.0,CustomerScope Insights
896.0,50,1,10.0,2023-06-25,128425.6221459072,1400000.0,FinPredictor Suite
899.0,81,17,5.0,2023-05-11,170546.0853064265,1008000.0,RealTime Revenue
900.0,64,6,12.0,2022-04-15,175117.09427973157,2150400.0,RevenueVue Dashboard
905.0,40,15,2.0,2022-07-29,100650.40538121558,201600.0,NexGen Segmentator
907.0,62,1,15.0,2023-11-07,128865.15698779254,2240000.0,FinPredictor Suite
913.0,38,15,5.0,2023-09-23,95017.16207372336,504000.0,NexGen Segmentator
922.0,67,11,3.0,2023-11-09,168020.64961615572,504061.94884846715,OptiFlow Automation
942.0,76,11,7.0,2023-07-05,153764.95374597076,1097600.0,OptiFlow Automation
944.0,78,13,6.0,2024-04-23,179248.62410403983,1075491.744624239,ForecastXcelerator 
948.0,38,3,20.0,2024-08-03,97843.58128084424,2016000.0,TrendWise Forecaster
965.0,3,14,15.0,2022-10-13,133470.7930333967,1932000.0,InsightMax Insights Platform
972.0,83,9,8.0,2022-02-21,106678.35569963808,1008000.0,Product 9
973.0,37,19,3.0,2021-08-23,94780.39417168622,284341.18251505867,EcoNomix Modeler
977.0,82,4,16.0,2021-03-16,133946.37969785405,1971200.0,CustomerScope Insights
978.0,75,16,5.0,2022-01-21,110594.27378484503,638400.0,
987.0,90,7,14.0,2023-12-13,164745.8488498005,2306441.883897207,DataBridge Integration Tool
991.0,81,15,6.0,2021-11-30,99264.49623877424,604800.0,NexGen Segmentator
994.0,67,17,2.0,2021-01-09,168000.0,336000.0,RealTime Revenue
997.0,89,19,1.0,2023-01-26,103804.40425322374,103804.40425322374,EcoNomix Modeler
1006.0,86,16,14.0,2023-10-26,106801.3939359183,1489600.0,
1026.0,16,5,17.0,2024-05-26,89659.55040048526,1428000.0,SalesSync Optimizer
1053.0,14,7,5.0,2022-09-21,154158.40245234623,907200.0,DataBridge Integration Tool
1056.0,2,11,12.0,2023-05-26,171537.87982282328,1881600.0,OptiFlow Automation
1062.0,46,14,2.0,2022-10-26,125664.64399487282,251329.28798974564,InsightMax Insights Platform
1065.0,1,1,16.0,2023-04-18,149895.48006486404,2398327.6810378246,FinPredictor Suite
1068.0,73,13,13.0,2021-02-18,176892.9864155033,2744000.0,ForecastXcelerator 
1069.0,77,3,5.0,2022-10-14,99096.07407278533,495480.37036392663,TrendWise Forecaster
1072.0,30,16,6.0,2021-01-01,98532.4065316202,638400.0,
1083.0,72,2,16.0,2023-07-24,154749.03666292192,2520000.0,MarketMinder Analytics
1087.0,62,10,19.0,2020-11-24,96082.3700039608,1825565.030075255,SegmentX Targeting
1092.0,38,20,3.0,2024-01-15,226475.31905425232,679425.9571627569,FinSphere Intelligence Suite
1096.0,15,12,11.0,2023-05-02,78205.23338768876,1008000.0,BudgetMaster Pro
1098.0,87,7,15.0,2022-12-29,145145.85104526856,2116800.0,DataBridge Integration Tool
1106.0,70,16,20.0,2023-01-25,95950.86009514504,2021600.0,
1108.0,82,3,15.0,2024-01-14,104664.4204707142,1612800.0,TrendWise Forecaster
1130.0,56,20,12.0,2023-11-01,224000.0,2464000.0,FinSphere Intelligence Suite
1131.0,99,12,10.0,2023-01-17,75980.38967302458,840000.0,BudgetMaster Pro
1132.0,6,10,12.0,2024-01-09,83437.55923912239,985600.0,SegmentX Targeting
1133.0,32,10,4.0,2023-10-31,82617.14695528249,268800.0,SegmentX Targeting
1135.0,36,14,7.0,2021-05-03,136549.09669267264,901600.0,InsightMax Insights Platform
1136.0,53,13,1.0,2023-02-15,185934.78092925076,196000.0,ForecastXcelerator 
1142.0,12,8,8.0,2023-06-30,161460.16641577514,1209600.0,
1143.0,60,13,11.0,2021-05-28,192045.7778165072,2112503.5559815792,ForecastXcelerator 
1146.0,87,6,12.0,2023-12-04,195073.1203537107,2329600.0,RevenueVue Dashboard
1153.0,99,4,19.0,2024-09-27,122067.54421745462,2217600.0,CustomerScope Insights
1158.0,2,6,4.0,2022-08-21,194737.037079994,716800.0,RevenueVue Dashboard
1159.0,80,1,7.0,2023-06-08,151017.0645421891,980000.0,FinPredictor Suite
1163.0,64,5,5.0,2024-08-19,90384.14236226377,420000.0,SalesSync Optimizer
,93,9,1.0,2021-08-13,107892.78999939116,112000.0,Product 9
1172.0,41,13,6.0,2023-05-18,192322.15482304737,1372000.0,ForecastXcelerator 
1173.0,46,17,19.0,2023-11-19,181458.34420011903,3447708.5398022616,RealTime Revenue
1176.0,92,9,7.0,2021-11-04,108957.1785013008,784000.0,Product 9
1180.0,65,3,20.0,2021-01-10,103757.66663779208,1915200.0,TrendWise Forecaster
1181.0,36,13,2.0,2022-03-05,205938.24180966217,411876.48361932434,ForecastXcelerator 
1182.0,98,5,13.0,2022-07-26,76313.57213188653,1176000.0,SalesSync Optimizer
1184.0,16,8,15.0,2023-01-31,157547.35666878862,2419200.0,
1195.0,9,9,11.0,2024-02-18,118301.32311031956,1232000.0,Product 9
1196.0,96,13,5.0,2024-01-01,205472.195196114,1027360.97598057,ForecastXcelerator 
1200.0,48,11,7.0,2021-01-04,152521.04890760398,1254400.0,OptiFlow Automation
1203.0,54,1,6.0,2020-11-22,130395.95240353732,700000.0,FinPredictor Suite
1206.0,28,11,12.0,2022-11-10,156800.0,1724800.0,OptiFlow Automation
1210.0,69,13,15.0,2022-11-27,213312.5247392255,2940000.0,ForecastXcelerator 
1217.0,86,9,12.0,2021-12-27,119893.75690774144,1344000.0,Product 9
1220.0,23,6,8.0,2022-11-24,179226.63769136128,1433813.1015308902,RevenueVue Dashboard
1225.0,74,10,16.0,2022-07-12,92148.88480016043,1433600.0,SegmentX Targeting
1234.0,4,17,20.0,2023-12-14,157073.1555001345,3192000.0,RealTime Revenue
,72,13,10.0,2024-02-27,192061.63670886992,1920616.3670886992,ForecastXcelerator 
1242.0,15,4,3.0,2020-11-28,114317.10251946856,342951.3075584057,CustomerScope Insights
1250.0,77,20,10.0,2024-09-18,224000.0,2240000.0,FinSphere Intelligence Suite
1251.0,21,17,18.0,2022-01-20,154529.03369103948,3024000.0,RealTime Revenue
1252.0,38,8,4.0,2021-05-16,158977.5540263966,635910.2161055864,
1256.0,21,2,9.0,2022-01-23,156468.9307076917,1344000.0,MarketMinder Analytics
1258.0,84,7,10.0,2022-02-23,151200.0,1663200.0,DataBridge Integration Tool
1260.0,69,11,18.0,2023-05-04,156800.0,2665600.0,OptiFlow Automation
1267.0,36,10,17.0,2023-10-27,96951.12354433688,1523200.0,SegmentX Targeting
1273.0,4,12,4.0,2021-01-28,78641.71247654464,252000.0,BudgetMaster Pro
1275.0,69,10,12.0,2024-08-09,96958.10846041338,1164800.0,SegmentX Targeting
1290.0,97,3,15.0,2021-09-17,95950.20051767852,1411200.0,TrendWise Forecaster
1296.0,56,2,8.0,2021-08-08,155100.8503304159,1240806.8026433273,MarketMinder Analytics
1306.0,43,5,21.0,2022-10-12,80627.32043434957,1680000.0,SalesSync Optimizer
1323.0,71,8,14.0,2021-04-23,156025.28515355816,1965600.0,
1327.0,27,11,3.0,2022-06-20,141699.80126819527,470400.0,OptiFlow Automation
1330.0,24,9,6.0,2022-01-19,114115.52089199952,784000.0,Product 9
1343.0,70,15,8.0,2021-06-30,102942.27821547068,705600.0,NexGen Segmentator
1351.0,86,7,2.0,2022-04-13,151624.87682471567,303249.75364943134,DataBridge Integration Tool
1355.0,57,3,16.0,2024-03-06,100800.0,1713600.0,TrendWise Forecaster
1370.0,85,2,10.0,2022-06-09,183266.3908983503,1680000.0,MarketMinder Analytics
1374.0,99,18,11.0,2023-10-16,124192.58834025003,1344000.0,DashSync Analytics Hub
1378.0,58,15,1.0,2021-09-13,96347.85392389024,96347.85392389024,NexGen Segmentator
1380.0,57,17,11.0,2023-01-09,160766.18590561024,1848000.0,RealTime Revenue
1408.0,51,17,14.0,2020-12-28,168519.50407704155,2184000.0,RealTime Revenue
1410.0,88,18,10.0,2022-12-10,141320.61762105738,1344000.0,DashSync Analytics Hub
1418.0,36,12,10.0,2021-01-24,81626.00566703556,756000.0,BudgetMaster Pro
1420.0,30,13,13.0,2024-03-18,185029.94010603655,2405389.221378475,ForecastXcelerator 
1424.0,99,18,12.0,2022-09-14,134400.0,1612800.0,DashSync Analytics Hub
1427.0,4,13,10.0,2021-10-27,183319.44729934307,1960000.0,ForecastXcelerator 
1428.0,20,19,11.0,2024-05-16,100862.6909358167,952000.0,EcoNomix Modeler
1429.0,76,12,4.0,2022-03-05,81660.8659962812,336000.0,BudgetMaster Pro
1431.0,79,17,17.0,2024-06-04,160917.17359237254,3024000.0,RealTime Revenue
1450.0,80,18,18.0,2022-12-10,146752.96730663863,2419200.0,DashSync Analytics Hub
1457.0,28,2,11.0,2021-07-07,165361.5692270301,1818977.261497331,MarketMinder Analytics
1459.0,2,20,19.0,2022-11-27,219109.45599588897,4480000.0,FinSphere Intelligence Suite
1461.0,24,6,18.0,2022-05-26,161874.78035524808,3404800.0,RevenueVue Dashboard
1472.0,18,1,16.0,2022-02-20,140000.0,2100000.0,FinPredictor Suite
1474.0,90,9,10.0,2021-03-08,113292.59052207872,1232000.0,Product 9
1477.0,74,14,6.0,2022-11-29,126833.66243808692,644000.0,InsightMax Insights Platform
1478.0,91,19,4.0,2024-01-06,101980.97083238995,407923.8833295598,EcoNomix Modeler
1481.0,96,3,2.0,2021-10-16,103001.93430522615,201600.0,TrendWise Forecaster
1491.0,20,12,2.0,2023-07-18,79607.52481089874,168000.0,BudgetMaster Pro
1500.0,92,1,16.0,2021-08-01,140000.0,2240000.0,FinPredictor Suite
1506.0,89,3,13.0,2021-09-25,105776.79760897178,1310400.0,TrendWise Forecaster
1507.0,59,10,1.0,2024-02-27,81248.98673889531,81248.98673889531,SegmentX Targeting
1510.0,59,14,19.0,2024-05-09,135295.83323107718,2576000.0,InsightMax Insights Platform
1511.0,44,2,19.0,2024-03-27,177652.75244923797,3192000.0,MarketMinder Analytics
,39,15,7.0,2021-08-07,101529.44836805172,806400.0,NexGen Segmentator
1530.0,51,12,8.0,2021-04-04,90424.25780155446,588000.0,BudgetMaster Pro
1540.0,49,16,19.0,2021-07-22,113139.35947733308,1915200.0,
1545.0,51,4,19.0,2024-10-13,125233.61720715593,2217600.0,CustomerScope Insights
1551.0,32,7,17.0,2024-07-30,153386.3827587288,2419200.0,DataBridge Integration Tool
1555.0,13,8,13.0,2021-03-02,149963.52289448134,2116800.0,
1563.0,45,9,18.0,2023-04-14,112000.0,1904000.0,Product 9
1565.0,81,14,6.0,2021-03-07,119123.82855162496,714742.9713097498,InsightMax Insights Platform
1571.0,48,15,8.0,2022-05-27,107235.35746623024,806400.0,NexGen Segmentator
1572.0,34,3,13.0,2022-08-07,99889.97212115533,1310400.0,TrendWise Forecaster
1575.0,2,1,5.0,2021-01-15,135227.39855460104,676136.9927730052,FinPredictor Suite
1577.0,15,18,11.0,2023-05-09,121549.55487942196,1478400.0,DashSync Analytics Hub
1578.0,28,16,18.0,2023-08-03,,1915200.0,
1593.0,99,3,17.0,2022-03-23,109739.04617387398,1814400.0,TrendWise Forecaster
1601.0,83,10,21.0,2022-04-18,82099.5205958913,1792000.0,SegmentX Targeting
,95,8,7.0,2024-04-09,141642.18640182648,991495.3048127854,
1612.0,10,17,8.0,2021-07-15,174913.84088993393,1176000.0,RealTime Revenue
1621.0,21,19,2.0,2024-09-20,87447.23987681326,190400.0,EcoNomix Modeler
,35,9,5.0,2022-09-16,112000.0,672000.0,Product 9
1638.0,53,10,7.0,2022-08-05,96057.0671712262,716800.0,SegmentX Targeting
1639.0,50,14,17.0,2021-06-23,125165.87982421128,2060800.0,InsightMax Insights Platform
1640.0,18,5,17.0,2022-11-10,78927.66400537599,1344000.0,SalesSync Optimizer
1651.0,73,20,7.0,2021-06-11,212537.9759228501,1487765.8314599507,FinSphere Intelligence Suite
1659.0,84,9,12.0,2021-07-10,115182.39491707282,1344000.0,Product 9
1663.0,61,16,13.0,2023-09-17,114417.0140729807,1383200.0,
1672.0,6,13,6.0,2021-11-13,206496.77813828344,1176000.0,ForecastXcelerator 
1677.0,49,18,17.0,2023-06-09,143688.93460237203,2419200.0,DashSync Analytics Hub
1681.0,96,16,12.0,2020-11-16,105816.94375321518,1170400.0,
1706.0,54,13,1.0,2023-10-04,186968.68681332853,186968.68681332853,ForecastXcelerator 
1716.0,20,3,14.0,2023-12-01,100800.0,1411200.0,TrendWise Forecaster
1726.0,8,13,17.0,2021-09-24,201789.92135809903,3528000.0,ForecastXcelerator 
1736.0,23,14,13.0,2023-11-22,118378.34294458538,1545600.0,InsightMax Insights Platform
,22,7,8.0,2021-10-03,158498.6631563936,1360800.0,DataBridge Integration Tool
1738.0,15,18,1.0,2022-08-31,127260.03831352184,127260.03831352184,DashSync Analytics Hub
1740.0,24,11,21.0,2024-03-20,149715.68426729096,3136000.0,OptiFlow Automation
,49,15,10.0,2023-03-17,100800.0,907200.0,NexGen Segmentator
1744.0,90,2,3.0,2022-01-03,168000.0,504000.0,MarketMinder Analytics
1750.0,61,3,8.0,2023-05-05,92143.93302612223,737151.4642089779,TrendWise Forecaster
,66,7,20.0,2022-07-17,161280.34052750253,3024000.0,DataBridge Integration Tool
1763.0,96,8,1.0,2022-10-28,162696.45260375572,151200.0,
1771.0,18,16,16.0,2023-11-27,116741.02314073392,1808800.0,
1773.0,9,16,20.0,2021-08-21,,2021600.0,
1778.0,13,19,18.0,2022-11-20,96580.58786562111,1808800.0,EcoNomix Modeler
1782.0,9,20,8.0,2020-11-24,219938.83504683577,2016000.0,FinSphere Intelligence Suite
,9,17,2.0,2021-07-13,166288.5187675458,332577.0375350916,RealTime Revenue
1798.0,39,2,10.0,2023-05-04,173419.02672193182,1848000.0,MarketMinder Analytics
1804.0,99,4,7.0,2024-06-14,134059.3260646156,938415.2824523092,CustomerScope Insights
1810.0,89,9,9.0,2022-10-29,104613.203211453,1120000.0,Product 9
1821.0,15,16,13.0,2023-02-26,106462.2127498744,1384008.7657483672,
1824.0,23,12,9.0,2023-03-17,86840.56827620053,840000.0,BudgetMaster Pro
1833.0,77,8,11.0,2022-12-15,,1814400.0,
1846.0,33,11,13.0,2024-10-06,169598.86044971764,2195200.0,OptiFlow Automation
1847.0,95,5,2.0,2023-01-27,85944.8220042241,168000.0,SalesSync Optimizer
1867.0,69,19,2.0,2024-06-19,88692.20261455268,177384.40522910535,EcoNomix Modeler
1869.0,99,8,16.0,2024-04-01,148741.2500241655,2268000.0,
1874.0,73,18,20.0,2022-02-16,128598.65923859252,2553600.0,DashSync Analytics Hub
1885.0,66,7,15.0,2024-03-17,151200.0,2419200.0,DataBridge Integration Tool
1894.0,8,6,17.0,2021-01-03,188576.3006600573,3046400.0,RevenueVue Dashboard
,63,7,10.0,2023-10-21,150065.69293094738,1360800.0,DataBridge Integration Tool
1906.0,74,16,19.0,2022-03-01,,2128000.0,
1927.0,38,12,3.0,2021-01-10,87875.14452203503,252000.0,BudgetMaster Pro
1929.0,6,14,15.0,2022-12-05,128800.0,1932000.0,InsightMax Insights Platform
